Profile-Img,Player,Position,TeamName,Age,Height,Weight,BirthPlace,PreviousClub
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/SANDERS%2C%20Ethan%20NRL_2024_GP00032-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Ethan
Sanders",Halfback,Eels,,,,8,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/DUNSTER%2C%20Haze%20NRL_2024_GP00010-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Haze
Dunster",Winger,Eels,25,187,90,"Rotorua, NZ",-
https://www.parraeels.com.au/contentassets/cbb58a224fff482d88dbef71b81c34ed/jake-tago_744x734.png?center=0.2%2C0.53&preset=player-profile-large,"Jake
Tago",Centre,Eels,25,183,90,"Sydney, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/Lorenzo%20Mulitalo%20-%20819x744.png?center=0.5%2C0.5&preset=player-profile-large,"Lorenzo
Mulitalo",Winger,Eels,24,,,-,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/SIVO%2C%20Maika%20NRL_2024_GP00018-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Maika
Sivo",Winger,Eels,30,186,105,"Nadi, Fiji",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/MOSES%2C%20Mitch%20NRL_2024_GP00016-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Mitchell
Moses",Halfback,Eels,29,182,85,"Ryde, NSW",Wests Tigers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/HARPER%2C%20Morgan%20NRL%202024%20GP0003-body.png?center=0.5%2C0.5&preset=player-profile-large,"Morgan
Harper",Centre,Eels,25,180,95,"Hamilton, NZ",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/RUSSELL%2C%20Sean%20NRL_2024_GP00010-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Sean
Russell",Fullback,Eels,22,188,90,"Windsor, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/PENISINI%2C%20Will%20NRL_2024_GP00008-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Will
Penisini",Centre,Eels,22,180,98,"Blacktown, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/CINI%2C%20Zac%20NRL_2024_GP00009-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Zac
Cini",Centre,Eels,24,189,91,"Sydney, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/HANDS%2C%20Brendan%20NRL_2024_GP00010-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Brendan
Hands",Hooker,Eels,24,,,-,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/CARTWRIGHT%2C%20Bryce%20NRL_2024_GP00013-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Bryce
Cartwright",2nd Row,Eels,29,193,107,"Penrith, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/GUYMER%2C%20Charlie%20NRL_2024_GP00044-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Charlie
Guymer",2nd Row,Eels,,,,18,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/KEIR%2C%20Dan%20NRL_2024_GP00012-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Dan
Keir",Lock,Eels,26,185,102,"Canberra, ACT",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/HOPGOOD%2CJMaine%20NRL_2024_GP00011-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"J'maine
Hopgood",Lock,Eels,25,185,102,"Hervey Bay, QLD",Penrith Panthers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/OFAHENGAUE%2C%20Joe%20NRL_2024_GP00007-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Joe
Ofahengaue",Lock,Eels,28,190,113,"Auckland, NZ","Brisbane Broncos, Wests Tigers"
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/LUSSICK%2C%20Joey%20%20NRL_2024_GP00009-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Joey
Lussick",Hooker,Eels,28,178,93,"Freshwater, NSW",Manly-Warringah Sea Eagles
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/PAULO%2C%20Junior%20NRL_2024_GP00024-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Junior
Paulo",Captain - Prop,Eels,30,188,123,"Auckland, NZ",Canberra Raiders
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/TUILAGI%2C%20Kelma%20NRL_2024_GP00013-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Kelma
Tuilagi",2nd Row,Eels,25,192,108,Samoa,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/MORETTI%2C%20Luca%20NRL_2024_GP00009-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Luca
Moretti",2nd Row,Eels,,,,13,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/MAKATOA%2CMakahesi%20NRL_2024_GP00009-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Makahesi
Makatoa",Prop,Eels,31,183,106,"New Plymouth, NZ",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/DOOREY%2C%20Matt%20NRL_2024_GP00011-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Matt
Doorey",2nd Row,Eels,24,185,100,"Sydney, NSW",Canterbury-Bankstown Bulldogs
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/Arthur%2C%20Matt%20NRL_2024_GP00096-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Matthew
Arthur",Hooker,Eels,19,175,83,"Cairns, QLD",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/OGDEN%2C%20Ofahiki%20%20NRL_2024_GP00009-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Ofahiki
Ogden",Prop,Eels,28,192,106,"Auckland, NZ",Canterbury-Bankstown Bulldogs
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/CAMPBELL%20GILLARD%2C%20Reagan%20NRL_2024_GP00015-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Reagan
Campbell-Gillard",Prop,Eels,31,190,115,"Blacktown, NSW",Penrith Panthers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/MATTERSON%2C%20Ryan%20NRL_2024_GP00015-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Ryan
Matterson",2nd Row,Eels,29,194,107,"Sydney, NSW","Sydney Roosters, Wests Tigers"
https://www.parraeels.com.au/contentassets/e1ebb48c19c248b38ee6d2f55dea8485/laneshaun-nrl_2024_gp00011-copy.png?center=0.18%2C0.49&preset=player-profile-large,"Shaun
Lane",2nd Row,Eels,29,198,110,"Sydney, NSW",
/Resources/Images/fallback/body-shot.png?preset=player-profile-large,"Tevita
Taumoepenu",Lock,Eels,,,,,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/MATAELE%2C%20Toni%20NRL_2024_GP00011-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Toni
Mataele",2nd Row,Eels,,,,,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500031/GRIEG%2C%20Wiremu%20NRL_2024_GP00011-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Wiremu
Greig",Prop,Eels,24,192,124,"Whangarei, NZ",-
https://www.penrithpanthers.com.au/contentassets/1863bef89ba5417f8957bbae0e2942fe/asu-kepaoa-24-body-shot.png?center=0.22%2C0.5&preset=player-profile-large,"Asu
Kepaoa",Centre,Panthers,24,185,100,"Auckland, NZ",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/SCHNEIDER%2C%20Brad%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Brad
Schneider",Halfback,Panthers,23,184,88,"Adelaide, SA",Canberra Raiders
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/TOO%2C%20Brian%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Brian
To'o",Winger,Panthers,26,182,97,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/McLEAN%2C%20Casey%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Casey
McLean",Centre,Panthers,18,187,95,"Blacktown, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/LAURIE%2C%20Daine%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Daine
Laurie",Fullback,Panthers,25,181,83,Sydney NSW,Wests Tigers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/EDWARDS%2C%20Dylan%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Dylan
Edwards",Fullback,Panthers,28,183,94,"Albury, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/LONGI%2C%20Isaiah%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Isaiah
Iongi",Fullback,Panthers,,,,-,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/TAGO%2C%20Izack%20NRL%202024%20GP0008-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Izack
Tago",Centre,Panthers,22,184,93,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/COLE%2C%20Jack%20NRL%202024%20GP0008-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Jack
Cole",Five-Eighth,Panthers,21,187,88,"Orange, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/LUAI%2C%20Jarome%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Jarome
Luai",Five-Eighth,Panthers,27,184,90,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/McLEAN%2C%20Jesse%20NRL%202024%20GP0002-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Jesse
McLean",Winger,Panthers,19,185,90,"Blacktown, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/CLEARY%2C%20Nathan%20NRL%202024%20GP000101-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Nathan
Cleary",Captain - Halfback,Panthers,26,182,92,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/ALAMOTI%2C%20Paul%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Paul
Alamoti",Centre,Panthers,20,183,98,"Sydney, NSW",Canterbury-Bankstown Bulldogs
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/TARUVA%2C%20Sunia%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Sunia
Turuva",Fullback,Panthers,21,181,88,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/TOELAU%2C%20Trent%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Trent
Toelau",Five-Eighth,Panthers,,,,13,
/Resources/Images/fallback/body-shot.png?preset=player-profile-large,"Austin
Dias",Prop,Panthers,26,198,107,New Zealand,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/HASSETT%2C%20Harry%20NRL%202024%20GP0006-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Harrison
Hassett",2nd Row,Panthers,,,,-,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/YEO%2C%20Isaah%20NRL%202024%20GP0003-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Isaah
Yeo",Captain - Lock,Panthers,29,195,106,"Dubbo, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/FISCHER-HARRIS%2C%20James%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"James
Fisher-Harris",Prop,Panthers,28,187,103,"Rawene, NZ",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/HENRY%2C%20Liam%20NRL%202024%20GP0006-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Liam
Henry",Prop,Panthers,23,190,105,"Orange, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/MARTIN%2C%20Liam%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Liam
Martin",2nd Row,Panthers,27,183,103,"Temora, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/SMITH%2C%20Lindsay%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Lindsay
Smith",Prop,Panthers,24,194,106,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/GARNER%2C%20Luke%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Luke
Garner",2nd Row,Panthers,28,190,94,"Gold Coast, QLD",Wests Tigers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/PATEA%2C%20Luron%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Luron
Patea",Prop,Panthers,,,,17,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/EISENHUTH%2C%20Matthew%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Matthew
Eisenhuth",Lock,Panthers,32,197,111,"Sydney, NSW",Wests Tigers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/GEYER%2C%20Mav%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Mavrik
Geyer",2nd Row,Panthers,23,191,104,"Penrith, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/KENNY%2C%20Mitch%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Mitch
Kenny",Hooker,Panthers,26,183,90,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/LEOTA%2C%20Moses%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Moses
Leota",Prop,Panthers,29,182,107,"Auckland, NZ",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/SORENSEN%2C%20Scott%20NRL%202024%20GP0006-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Scott
Sorensen",2nd Row,Panthers,31,183,100,"Sydney, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/LUKE%2C%20Soni%20NRL%202024%20GP0001-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Soni
Luke",Hooker,Panthers,28,178,85,"Penrith, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500014/PEACHEY%2C%20Tyrone%20NRL%202024%20GP0002-COPY.png?center=0.5%2C0.5&preset=player-profile-large,"Tyrone
Peachey",Lock,Panthers,33,183,93,"Wellington, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/HOPOATE%2C%20Albert%20NRL_2024_GP0015-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Albert
Hopoate",Fullback,Raiders,23,183,97,"Sydney, NSW",Manly-Warringah Sea Eagles
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/STEWART%2C%20Chevy%20NRL_2024_GP0014-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Chevy
Stewart",Fullback,Raiders,19,182,88,"Sutherland, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/STRANGE%2C%20Ethan%20NRL_2024_GP0017-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Ethan
Strange",Five-Eighth,Raiders,20,190,99,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/FOGARTY%2C%20Jamal%20NRL_2024_GP0072-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Jamal
Fogarty",Halfback,Raiders,30,177,85,"Beaudesert, QLD",Gold Coast Titans
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/SCHILLER%2C%20James%20NRL_2024_GP0013-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"James
Schiller",Winger,Raiders,23,190,95,"Young, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/RAPANA%2C%20Jordan%20NRL_2024_GP0017-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Jordan
Rapana",Winger,Raiders,35,187,102,"Wellington, NZ",Gold Coast Titans
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/WEEKES%2C%20Kaeo%20NRL_2024_GP0019-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Kaeo
Weekes",Five-Eighth,Raiders,22,182,90,"Sydney, NSW",Manly-Warringah Sea Eagles
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/TIMOKO%2C%20Matthew%20NRL_2024_GP0013-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Matthew
Timoko",Centre,Raiders,24,183,96,"Auckland, NZ",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/COTRIC%2C%20Nick%20NRL_2024_GP0014-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Nick
Cotric",Winger,Raiders,25,185,98,"Canberra, ACT",Canterbury-Bankstown Bulldogs
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/KRIS%2CSeb%20NRL_2024_GP0015-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Sebastian
Kris",Centre,Raiders,25,182,100,"Brisbane, QLD",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/DARGAN%2C%20Troy%20NRL_2024_GP0014-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Troy
Dargan",Halfback,Raiders,26,174,87,"Sydney, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/SAVAGE%2C%20Xavier%20NRL_2024_GP0017-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Xavier
Savage",Winger,Raiders,22,184,90,"Cairns, QLD",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/MARIOTA%2C%20Ata%20NRL_2024_GP0015-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Ata
Mariota",Prop,Raiders,22,184,107,"Apia, Samoa",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2023/500013/Harawira-Naera%2CCorey-NRL-2023-GP0004-COPY-body-shot.png?center=0.5%2C0.5&preset=player-profile-large,"Corey
Harawira-Naera",2nd Row,Raiders,29,188,105,"Auckland, NZ",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/HORSBURGH%2C%20Corey%20NRL_2024_GP0016-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Corey
Horsburgh",Lock,Raiders,26,188,109,"Caboolture, QLD",Canterbury-Bankstown Bulldogs
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/LEVI%2C%20Danny%20NRL_2024_GP0013-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Danny
Levi",Hooker,Raiders,28,177,90,"Wellington, NZ",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/WHITEHEAD%2C%20Elliott%20NRL_2024_GP0012-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Elliott
Whitehead",Captain - 2nd Row,Raiders,34,189,105,"Bradford, UK",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/GULER%2C%20Emre%20NRL_2024_GP0188-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Emre
Guler",Prop,Raiders,26,191,112,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/PURU%2C%20Hohepa%20NRL_2024_GP0014-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Hohepa
Puru",Lock,Raiders,22,177,92,"Blacktown, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/YOUNG%2CHudson%20NRL_2024_GP0125-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Hudson
Young",2nd Row,Raiders,26,182,98,"Maitland, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/MARTIN%2C%20Jordan%20NRL_2024_GP0143-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Jordan
Martin",2nd Row,Raiders,24,187,95,"Casino, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/TAPINE%2C%20Joseph%20NRL_2024_GP0068-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Joseph
Tapine",Lock,Raiders,30,189,106,"Wellington, NZ",Newcastle Knights
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/PAPALII%2C%20Josuha%20NRL_2024_GP0028-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Josh
Papalii",Prop,Raiders,32,182,119,"Auckland, NZ",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/SMITHIES%2C%20Morgan%20NRL_2024_GP0037-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Morgan
Smithies",Lock,Raiders,23,185,106,"Halifax, England",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/MARTIN%2C%20Noah%20NRL_2024_GP0036-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Noah
Martin",2nd Row,Raiders,19,185,96,"Lismore, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/SAULO%2C%20Pasami%20NRL_2024_GP0014-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Pasami
Saulo",Prop,Raiders,26,190,103,"Belmont, NSW",Newcastle Knights
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/HOLA%2C%20Peter%20NRL_2024_GP0014-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Peter
Hola",Prop,Raiders,25,192,110,"Sydney, NSW",North Queensland Cowboys
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/SASAGI%2CSimi%20NRL_2024_GP0162_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Simi
Sasagi",2nd Row,Raiders,23,185,94,"Auckland, NZ",Newcastle Knights
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/STARLING%2C%20Tom%20NRL_2024_GP0058-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Tom
Starling",Hooker,Raiders,26,172,80,"Windsor, NSW",Newcastle Knights
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/MOONEY%2C%20Trey%20NRL_2024_GP0008-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Trey
Mooney",Lock,Raiders,22,188,106,"Sydney, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/PATUKI%20CASE%2C%20Vena%20NRL_2024_GP0011-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Vena
Patuki-Case",Prop,Raiders,20,,,-,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/HOSKING%2CZac.png?center=0.5%2C0.5&preset=player-profile-large,"Zac
Hosking",2nd Row,Raiders,27,189,97,"Manly, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500013/WOOLFORD%2C%20Zac%20NRL_2024_GP0073-COPY_BODY.png?center=0.5%2C0.5&preset=player-profile-large,"Zac
Woolford",Hooker,Raiders,28,179,90,"Canberra, ACT",-
https://www.seaeagles.com.au/contentassets/918675e40a434b9599c13c0ccdd63523/aaron-schoupp-744-1.png?center=0.22%2C0.51&preset=player-profile-large,"Aaron
Schoupp",Centre,Sea Eagles,23,183,102,"Wollongong, NSW",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/clayton-foulalo-744.png?center=0.5%2C0.5&preset=player-profile-large,"Clayton
Faulalo",Fullback,Sea Eagles,,,,19,
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/daly-cherry-evans-744.png?center=0.5%2C0.5&preset=player-profile-large,"Daly
Cherry-Evans",Captain - Halfback,Sea Eagles,35,183,85,"Redcliffe, QLD",Nil
https://www.seaeagles.com.au/contentassets/a7c902475fd34f7797db5773b82a603f/jake-arthur-744.png?center=0.18%2C0.52&preset=player-profile-large,"Jake
Arthur",Halfback,Sea Eagles,21,188,82,"Cairns, QLD",Parramatta Eels
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/jason-saab-744.png?center=0.5%2C0.5&preset=player-profile-large,"Jason
Saab",Winger,Sea Eagles,23,199,101,"Newtown, NSW",St. George Illawarra Dragons
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/jaxson-paulo-744.png?center=0.5%2C0.5&preset=player-profile-large,"Jaxson
Paulo",Winger,Sea Eagles,24,192,101,"North Shore, NZ",
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/lehi-hopoate-744.png?center=0.5%2C0.5&preset=player-profile-large,"Lehi
Hopoate",Fullback,Sea Eagles,19,190,82,"Manly, NSW",-
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/luke-brooks-744.png?center=0.5%2C0.5&preset=player-profile-large,"Luke
Brooks",Five-Eighth,Sea Eagles,29,180,88,"Sydney, NSW",Wests Tigers
/remote.axd?https://rugbyimages.statsperform.com/Player%20Bodyshots/111/2024/500002/ray-tuaimalo-vaega-744.png?center=0.5%2C0.5&preset=player-profile-large,"Raymond
Tuaimalo Vaega",Winger,Sea Eagles,24,182,102,"Auckland, NZ",-
